Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Wnt signaling pathway	9/166	0.000511882073013776	0.0544097599654958	0	0	4.201030558935089	31.832957373573286	GSK3B;PPP3R1;FRAT2;VANGL2;CTNND2;LEF1;EP300;NLK;PLCB1
KEGG_2021_Human	Autophagy	8/137	0.0006406293196679992	0.0544097599654958	0	0	4.534305218095569	33.34101629906458	MRAS;DAPK1;PRKCD;PTEN;ULK2;ULK1;PRKCQ;EIF2S1
KEGG_2021_Human	Insulin resistance	7/108	0.0007522086631174548	0.0544097599654958	0	0	5.05579888843903	36.36381730103176	GSK3B;RPS6KA6;CREB1;TBC1D4;PRKCD;PTEN;PRKCQ
KEGG_2021_Human	Breast cancer	8/147	0.0010150477829282	0.0550663422238572	0	0	4.205948673896703	28.990845417418043	RB1;GSK3B;FRAT2;JAG1;CDK6;FGF18;LEF1;PTEN
KEGG_2021_Human	Cushing syndrome	8/155	0.0014261125418313	0.0618932843154822	0	0	3.9754289775611737	26.05020308455242	RB1;ATF2;GSK3B;CDK6;CREB1;LEF1;CACNA1C;PLCB1
KEGG_2021_Human	Chemical carcinogenesis	10/239	0.0018585795036314	0.0629495100107334	0	0	3.20041369800046	20.12401823977673	RB1;ATF2;RPS6KA6;JAG1;CREB1;FGF18;KPNA6;CACNA1C;PTGS2;KPNA2
KEGG_2021_Human	Prostate cancer	6/97	0.0022651319022187	0.0629495100107334	0	0	4.794383394383394	29.198381161442587	RB1;GSK3B;CREB1;LEF1;PTEN;EP300
KEGG_2021_Human	Long-term potentiation	5/67	0.0023207192630685	0.0629495100107334	0	0	5.851089156052851	35.49199365574501	RPS6KA6;PPP3R1;EP300;CACNA1C;PLCB1
KEGG_2021_Human	Renin secretion	5/69	0.0026411091326798	0.0636800757546138	0	0	5.667666051660516	33.64641874151532	PPP3R1;CREB1;CACNA1C;PLCB1;KCNJ2
KEGG_2021_Human	Melanoma	5/72	0.0031801315678005	0.0690088550212713	0	0	5.413063832130859	31.12962454455804	RB1;CDK6;HGF;FGF18;PTEN
KEGG_2021_Human	Human cytomegalovirus infection	9/225	0.0041636804811123	0.082138060400126	0	0	3.044319600499376	16.686999096572016	RB1;GNA13;ATF2;GSK3B;PPP3R1;CDK6;CREB1;PLCB1;PTGS2
KEGG_2021_Human	Kaposi sarcoma-associated herpesvirus infection	8/193	0.0054767678366931	0.09766876295799	0	0	3.152722872125857	16.416985162074184	RB1;GSK3B;PPP3R1;CDK6;CREB1;LEF1;EP300;PTGS2
KEGG_2021_Human	Growth hormone synthesis, secretion and action	6/119	0.0061944443811111	0.09766876295799	0	0	3.8566371681415927	19.607538499229875	ATF2;GSK3B;CREB1;EP300;CACNA1C;PLCB1
KEGG_2021_Human	Thyroid hormone signaling pathway	6/121	0.0067069676620976	0.09766876295799	0	0	3.7891787439613527	18.963355556630127	PFKFB2;GSK3B;TBC1D4;EP300;ATP1A2;PLCB1
KEGG_2021_Human	Insulin secretion	5/86	0.0067769159699582	0.09766876295799	0	0	4.474283631725206	22.345615645920915	ATF2;CREB1;ATP1A2;CACNA1C;PLCB1
KEGG_2021_Human	Pathways in cancer	15/531	0.0072013834439071	0.09766876295799	0	0	2.139356678250022	10.55447793420624	RB1;GSK3B;JAG1;DAPK1;HGF;LEF1;PTEN;PTGS2;BCR;GNA13;FRAT2;CDK6;FGF18;EP300;PLCB1
KEGG_2021_Human	MAPK signaling pathway	10/294	0.007945649530268	0.101423879298127	0	0	2.573334745313989	12.442409903064318	ATF2;HSPA8;PPP3R1;RPS6KA6;MRAS;HGF;FGF18;CACNA1C;NLK;PAK2
KEGG_2021_Human	cGMP-PKG signaling pathway	7/167	0.0086253520244126	0.1016189663701964	0	0	3.1818773234200743	15.123620429011748	GNA13;ATF2;PPP3R1;CREB1;ATP1A2;CACNA1C;PLCB1
KEGG_2021_Human	Hepatocellular carcinoma	7/168	0.0088975131844872	0.1016189663701964	0	0	3.161952481008566	14.930687312713031	RB1;GSK3B;FRAT2;CDK6;HGF;LEF1;PTEN
KEGG_2021_Human	Vascular smooth muscle contraction	6/133	0.010447317782647	0.1079662286887532	0	0	3.4290463692038493	15.641286416212344	GNA13;PRKCD;PRKCQ;ADM;CACNA1C;PLCB1
KEGG_2021_Human	Fructose and mannose metabolism	3/33	0.0104483447118148	0.1079662286887532	0	0	7.213919413919414	32.904935125850734	PFKFB2;PFKFB3;GMDS
